class_id,day,slot,building,grade,lab_required,playground_required,music_required,computer_required,library_required,classroom_required,available_classrooms,available_labs,available_music,available_computers,available_playgrounds,available_libraries,room_utilization_pressure
G1-B02,Sunday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Sunday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Sunday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Monday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Monday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Monday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Monday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Monday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Monday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Monday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Monday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Tuesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Tuesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Tuesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Tuesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Tuesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Tuesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Tuesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Tuesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Wednesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Wednesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Wednesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Wednesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Wednesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Wednesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Wednesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Wednesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Thursday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Thursday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Thursday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Thursday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Thursday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Thursday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Thursday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B02,Thursday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Sunday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Sunday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Sunday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Sunday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Sunday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Sunday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Sunday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Sunday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Monday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Monday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Monday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Monday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Monday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Monday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Monday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Monday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Tuesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Tuesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Tuesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Tuesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Tuesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Tuesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Tuesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Tuesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Wednesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Wednesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Wednesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Wednesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Wednesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Wednesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Wednesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Wednesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Thursday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Thursday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Thursday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Thursday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Thursday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Thursday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Thursday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B03,Thursday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Sunday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Sunday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Sunday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Sunday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Sunday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Sunday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Sunday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Sunday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Monday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Monday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Monday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Monday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Monday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Monday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Monday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Monday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Tuesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Tuesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Tuesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Tuesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Tuesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Tuesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Tuesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Tuesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Wednesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Wednesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Wednesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Wednesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Wednesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Wednesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Wednesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Wednesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Thursday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Thursday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Thursday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Thursday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Thursday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Thursday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Thursday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B04,Thursday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Sunday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Sunday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Sunday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Sunday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Sunday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Sunday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Sunday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Sunday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Monday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Monday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Monday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Monday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Monday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Monday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Monday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Monday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Tuesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Tuesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Tuesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Tuesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Tuesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Tuesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Tuesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Tuesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Wednesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Wednesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Wednesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Wednesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Wednesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Wednesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Wednesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Wednesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Thursday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Thursday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Thursday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Thursday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Thursday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Thursday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Thursday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B05,Thursday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Sunday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Sunday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Sunday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Sunday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Sunday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Sunday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Sunday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Sunday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Monday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Monday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Monday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Monday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Monday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Monday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Monday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Monday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Tuesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Tuesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Tuesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Tuesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Tuesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Tuesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Tuesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Tuesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Wednesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Wednesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Wednesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Wednesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Wednesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Wednesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Wednesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Wednesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Thursday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Thursday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Thursday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Thursday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Thursday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Thursday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Thursday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B06,Thursday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Sunday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Sunday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Sunday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Sunday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Sunday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Sunday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Sunday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Sunday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Monday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Monday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Monday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Monday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Monday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Monday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Monday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Monday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Tuesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Tuesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Tuesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Tuesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Tuesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Tuesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Tuesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Tuesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Wednesday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Wednesday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Wednesday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Wednesday,4,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Wednesday,5,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Wednesday,6,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Wednesday,7,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Wednesday,8,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Thursday,1,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Thursday,2,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G1-B07,Thursday,3,A,1,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
