teacher_id,day,slot,available
T006,Wed,3,False
T006,Wed,4,True
T006,Wed,5,False
T006,Wed,6,True
T006,Wed,7,True
T006,Wed,8,True
T006,Thu,1,True
T006,Thu,2,True
T006,Thu,3,True
T006,Thu,4,True
T006,Thu,5,True
T006,Thu,6,True
T006,Thu,7,True
T006,Thu,8,True
T007,Sun,1,False
T007,Sun,2,False
T007,Sun,3,False
T007,Sun,4,True
T007,Sun,5,True
T007,Sun,6,False
T007,Sun,7,True
T007,Sun,8,False
T007,Mon,1,False
T007,Mon,2,False
T007,Mon,3,True
T007,Mon,4,True
T007,Mon,5,False
T007,Mon,6,True
T007,Mon,7,True
T007,Mon,8,True
T007,Tue,1,False
T007,Tue,2,True
T007,Tue,3,True
T007,Tue,4,True
T007,Tue,5,True
T007,Tue,6,False
T007,Tue,7,True
T007,Tue,8,True
T007,Wed,1,False
T007,Wed,2,True
T007,Wed,3,True
T007,Wed,4,True
T007,Wed,5,True
T007,Wed,6,True
T007,Wed,7,True
T007,Wed,8,True
T007,Thu,1,False
T007,Thu,2,False
T007,Thu,3,True
T007,Thu,4,True
T007,Thu,5,True
T007,Thu,6,True
T007,Thu,7,True
T007,Thu,8,True
T008,Sun,1,False
T008,Sun,2,True
T008,Sun,3,True
T008,Sun,4,True
T008,Sun,5,True
T008,Sun,6,True
T008,Sun,7,True
T008,Sun,8,True
T008,Mon,1,True
T008,Mon,2,True
T008,Mon,3,True
T008,Mon,4,True
T008,Mon,5,True
T008,Mon,6,True
T008,Mon,7,True
T008,Mon,8,True
T008,Tue,1,True
T008,Tue,2,True
T008,Tue,3,True
T008,Tue,4,True
T008,Tue,5,True
T008,Tue,6,True
T008,Tue,7,True
T008,Tue,8,True
T008,Wed,1,True
T008,Wed,2,False
T008,Wed,3,True
T008,Wed,4,True
T008,Wed,5,True
T008,Wed,6,True
T008,Wed,7,True
T008,Wed,8,True
T008,Thu,1,True
T008,Thu,2,False
T008,Thu,3,True
T008,Thu,4,True
T008,Thu,5,True
T008,Thu,6,True
T008,Thu,7,True
T008,Thu,8,True
T009,Sun,1,True
T009,Sun,2,True
T009,Sun,3,True
T009,Sun,4,True
T009,Sun,5,False
T009,Sun,6,True
T009,Sun,7,True
T009,Sun,8,True
T009,Mon,1,True
T009,Mon,2,True
T009,Mon,3,True
T009,Mon,4,True
T009,Mon,5,True
T009,Mon,6,True
T009,Mon,7,True
T009,Mon,8,True
T009,Tue,1,False
T009,Tue,2,True
T009,Tue,3,True
T009,Tue,4,True
T009,Tue,5,True
T009,Tue,6,True
T009,Tue,7,True
T009,Tue,8,True
T009,Wed,1,True
T009,Wed,2,True
T009,Wed,3,True
T009,Wed,4,True
T009,Wed,5,True
T009,Wed,6,True
T009,Wed,7,True
T009,Wed,8,False
T009,Thu,1,True
T009,Thu,2,True
T009,Thu,3,True
T009,Thu,4,True
T009,Thu,5,True
T009,Thu,6,True
T009,Thu,7,False
T009,Thu,8,True
T010,Sun,1,True
T010,Sun,2,True
T010,Sun,3,True
T010,Sun,4,True
T010,Sun,5,False
T010,Sun,6,True
T010,Sun,7,False
T010,Sun,8,False
T010,Mon,1,True
T010,Mon,2,True
T010,Mon,3,True
T010,Mon,4,True
T010,Mon,5,True
T010,Mon,6,True
T010,Mon,7,True
T010,Mon,8,True
T010,Tue,1,True
T010,Tue,2,True
T010,Tue,3,True
T010,Tue,4,True
T010,Tue,5,True
T010,Tue,6,True
T010,Tue,7,True
T010,Tue,8,False
T010,Wed,1,True
T010,Wed,2,True
T010,Wed,3,True
T010,Wed,4,True
T010,Wed,5,True
T010,Wed,6,True
T010,Wed,7,False
T010,Wed,8,True
T010,Thu,1,True
T010,Thu,2,True
T010,Thu,3,True
T010,Thu,4,False
T010,Thu,5,False
T010,Thu,6,True
T010,Thu,7,True
T010,Thu,8,True
T011,Sun,1,True
T011,Sun,2,False
T011,Sun,3,True
T011,Sun,4,True
T011,Sun,5,True
T011,Sun,6,False
T011,Sun,7,True
T011,Sun,8,True
T011,Mon,1,False
T011,Mon,2,True
T011,Mon,3,True
T011,Mon,4,False
T011,Mon,5,False
T011,Mon,6,True
T011,Mon,7,True
T011,Mon,8,True
T011,Tue,1,True
T011,Tue,2,True
T011,Tue,3,True
T011,Tue,4,True
T011,Tue,5,True
T011,Tue,6,True
T011,Tue,7,True
T011,Tue,8,True
T011,Wed,1,True
T011,Wed,2,True
T011,Wed,3,True
T011,Wed,4,False
T011,Wed,5,True
T011,Wed,6,True
T011,Wed,7,True
T011,Wed,8,True
T011,Thu,1,True
T011,Thu,2,True
T011,Thu,3,True
T011,Thu,4,True
T011,Thu,5,True
T011,Thu,6,True
T011,Thu,7,True
T011,Thu,8,True
T012,Sun,1,True
T012,Sun,2,False
T012,Sun,3,True
T012,Sun,4,True
T012,Sun,5,True
T012,Sun,6,False
T012,Sun,7,False
T012,Sun,8,True
T012,Mon,1,True
T012,Mon,2,True
T012,Mon,3,True
T012,Mon,4,True
T012,Mon,5,True
T012,Mon,6,False
T012,Mon,7,True
T012,Mon,8,True
T012,Tue,1,True
T012,Tue,2,True
T012,Tue,3,True
T012,Tue,4,True
T012,Tue,5,True
T012,Tue,6,True
T012,Tue,7,True
T012,Tue,8,True
T012,Wed,1,False
T012,Wed,2,True
T012,Wed,3,True
T012,Wed,4,False
T012,Wed,5,True
T012,Wed,6,False
T012,Wed,7,True
T012,Wed,8,False
T012,Thu,1,True
T012,Thu,2,False
T012,Thu,3,True
T012,Thu,4,False
T012,Thu,5,True
T012,Thu,6,True
T012,Thu,7,False
T012,Thu,8,True
T013,Sun,1,True
T013,Sun,2,True
T013,Sun,3,True
T013,Sun,4,True
T013,Sun,5,True
T013,Sun,6,False
T013,Sun,7,True
T013,Sun,8,True
T013,Mon,1,False
T013,Mon,2,False
T013,Mon,3,True
T013,Mon,4,True
T013,Mon,5,True
T013,Mon,6,True
T013,Mon,7,True
T013,Mon,8,True
T013,Tue,1,True
T013,Tue,2,True
T013,Tue,3,False
T013,Tue,4,False
T013,Tue,5,True
T013,Tue,6,True
T013,Tue,7,True
T013,Tue,8,True
T013,Wed,1,True
T013,Wed,2,True
T013,Wed,3,False
T013,Wed,4,True
T013,Wed,5,False
T013,Wed,6,True
T013,Wed,7,True
T013,Wed,8,True
T013,Thu,1,False
T013,Thu,2,False
T013,Thu,3,True
T013,Thu,4,True
T013,Thu,5,True
T013,Thu,6,True
T013,Thu,7,False
T013,Thu,8,True
T014,Sun,1,True
T014,Sun,2,True
T014,Sun,3,False
T014,Sun,4,True
T014,Sun,5,True
T014,Sun,6,True
T014,Sun,7,True
T014,Sun,8,True
T014,Mon,1,True
T014,Mon,2,False
T014,Mon,3,True
T014,Mon,4,False
T014,Mon,5,False
T014,Mon,6,True
T014,Mon,7,True
T014,Mon,8,False
T014,Tue,1,True
T014,Tue,2,True
T014,Tue,3,True
T014,Tue,4,True
T014,Tue,5,False
T014,Tue,6,True
T014,Tue,7,True
T014,Tue,8,True
T014,Wed,1,True
T014,Wed,2,True
T014,Wed,3,True
T014,Wed,4,True
T014,Wed,5,True
T014,Wed,6,True
T014,Wed,7,True
T014,Wed,8,False
T014,Thu,1,True
T014,Thu,2,True
T014,Thu,3,False
T014,Thu,4,True
T014,Thu,5,True
T014,Thu,6,True
T014,Thu,7,True
T014,Thu,8,True
T015,Sun,1,True
T015,Sun,2,True
T015,Sun,3,True
T015,Sun,4,True
T015,Sun,5,True
T015,Sun,6,True
T015,Sun,7,True
T015,Sun,8,True
T015,Mon,1,False
T015,Mon,2,True
T015,Mon,3,True
T015,Mon,4,True
T015,Mon,5,True
T015,Mon,6,True
T015,Mon,7,False
T015,Mon,8,False
T015,Tue,1,True
T015,Tue,2,False
T015,Tue,3,True
T015,Tue,4,True
T015,Tue,5,True
T015,Tue,6,False
T015,Tue,7,True
T015,Tue,8,True
T015,Wed,1,True
T015,Wed,2,True
T015,Wed,3,True
T015,Wed,4,True
T015,Wed,5,True
T015,Wed,6,True
T015,Wed,7,True
T015,Wed,8,True
T015,Thu,1,True
T015,Thu,2,True
T015,Thu,3,False
T015,Thu,4,True
T015,Thu,5,True
T015,Thu,6,True
T015,Thu,7,True
T015,Thu,8,True
T016,Sun,1,True
T016,Sun,2,True
T016,Sun,3,True
T016,Sun,4,True
T016,Sun,5,True
T016,Sun,6,True
T016,Sun,7,True
T016,Sun,8,True
T016,Mon,1,True
T016,Mon,2,True
T016,Mon,3,True
T016,Mon,4,True
T016,Mon,5,True
T016,Mon,6,True
T016,Mon,7,False
T016,Mon,8,False
T016,Tue,1,True
T016,Tue,2,True
T016,Tue,3,True
T016,Tue,4,True
T016,Tue,5,True
T016,Tue,6,True
T016,Tue,7,True
T016,Tue,8,True
T016,Wed,1,True
T016,Wed,2,True
T016,Wed,3,True
T016,Wed,4,True
T016,Wed,5,True
T016,Wed,6,True
T016,Wed,7,True
T016,Wed,8,False
T016,Thu,1,True
T016,Thu,2,True
T016,Thu,3,True
T016,Thu,4,True
T016,Thu,5,True
T016,Thu,6,True
T016,Thu,7,True
T016,Thu,8,True
T017,Sun,1,True
T017,Sun,2,True
T017,Sun,3,True
T017,Sun,4,True
T017,Sun,5,True
T017,Sun,6,False
T017,Sun,7,True
T017,Sun,8,True
T017,Mon,1,True
T017,Mon,2,True
T017,Mon,3,True
T017,Mon,4,True
T017,Mon,5,True
T017,Mon,6,True
T017,Mon,7,True
T017,Mon,8,True
T017,Tue,1,True
T017,Tue,2,True
T017,Tue,3,True
T017,Tue,4,True
T017,Tue,5,True
T017,Tue,6,False
T017,Tue,7,True
T017,Tue,8,True
T017,Wed,1,True
T017,Wed,2,True
T017,Wed,3,True
T017,Wed,4,True
T017,Wed,5,True
T017,Wed,6,True
T017,Wed,7,True
T017,Wed,8,False
T017,Thu,1,True
T017,Thu,2,True
T017,Thu,3,True
T017,Thu,4,False
T017,Thu,5,True
T017,Thu,6,True
T017,Thu,7,False
T017,Thu,8,False
T018,Sun,1,True
T018,Sun,2,True
T018,Sun,3,True
T018,Sun,4,True
T018,Sun,5,False
T018,Sun,6,True
T018,Sun,7,True
T018,Sun,8,True
T018,Mon,1,True
T018,Mon,2,True
T018,Mon,3,True
T018,Mon,4,True
T018,Mon,5,True
T018,Mon,6,True
T018,Mon,7,True
T018,Mon,8,True
T018,Tue,1,True
T018,Tue,2,True
T018,Tue,3,True
T018,Tue,4,True
T018,Tue,5,True
T018,Tue,6,True
T018,Tue,7,True
T018,Tue,8,True
T018,Wed,1,True
T018,Wed,2,False
T018,Wed,3,True
T018,Wed,4,True
T018,Wed,5,True
T018,Wed,6,True
T018,Wed,7,True
T018,Wed,8,True
T018,Thu,1,True
T018,Thu,2,True
T018,Thu,3,True
T018,Thu,4,False
T018,Thu,5,True
T018,Thu,6,False
T018,Thu,7,True
T018,Thu,8,True
T019,Sun,1,False
T019,Sun,2,True
T019,Sun,3,True
T019,Sun,4,True
T019,Sun,5,True
T019,Sun,6,True
T019,Sun,7,True
T019,Sun,8,True
T019,Mon,1,True
T019,Mon,2,True
T019,Mon,3,True
T019,Mon,4,True
T019,Mon,5,True
T019,Mon,6,True
T019,Mon,7,True
T019,Mon,8,False
T019,Tue,1,True
T019,Tue,2,True
T019,Tue,3,True
T019,Tue,4,True
T019,Tue,5,True
T019,Tue,6,True
T019,Tue,7,True
T019,Tue,8,True
T019,Wed,1,True
T019,Wed,2,False
T019,Wed,3,True
T019,Wed,4,True
T019,Wed,5,False
T019,Wed,6,True
T019,Wed,7,True
T019,Wed,8,False
T019,Thu,1,True
T019,Thu,2,True
T019,Thu,3,True
T019,Thu,4,True
T019,Thu,5,True
T019,Thu,6,True
T019,Thu,7,False
T019,Thu,8,True
T020,Sun,1,True
T020,Sun,2,True
T020,Sun,3,True
T020,Sun,4,True
T020,Sun,5,True
T020,Sun,6,True
T020,Sun,7,True
T020,Sun,8,False
T020,Mon,1,True
T020,Mon,2,True
T020,Mon,3,True
T020,Mon,4,True
T020,Mon,5,True
T020,Mon,6,True
T020,Mon,7,True
T020,Mon,8,True
T020,Tue,1,True
T020,Tue,2,True
T020,Tue,3,True
T020,Tue,4,True
T020,Tue,5,True
T020,Tue,6,True
T020,Tue,7,True
T020,Tue,8,True
T020,Wed,1,True
T020,Wed,2,False
T020,Wed,3,True
T020,Wed,4,True
T020,Wed,5,True
T020,Wed,6,False
T020,Wed,7,True
T020,Wed,8,True
T020,Thu,1,True
T020,Thu,2,True
T020,Thu,3,True
T020,Thu,4,False
T020,Thu,5,False
T020,Thu,6,True
T020,Thu,7,True
T020,Thu,8,False
T021,Sun,1,True
T021,Sun,2,True
T021,Sun,3,True
T021,Sun,4,True
T021,Sun,5,True
T021,Sun,6,True
T021,Sun,7,False
T021,Sun,8,False
T021,Mon,1,True
T021,Mon,2,True
T021,Mon,3,False
T021,Mon,4,True
T021,Mon,5,True
T021,Mon,6,False
T021,Mon,7,False
T021,Mon,8,True
T021,Tue,1,True
T021,Tue,2,True
T021,Tue,3,True
T021,Tue,4,True
T021,Tue,5,True
T021,Tue,6,True
T021,Tue,7,True
T021,Tue,8,True
T021,Wed,1,True
T021,Wed,2,False
T021,Wed,3,True
T021,Wed,4,True
T021,Wed,5,True
T021,Wed,6,True
T021,Wed,7,True
T021,Wed,8,True
T021,Thu,1,True
T021,Thu,2,True
T021,Thu,3,True
T021,Thu,4,True
T021,Thu,5,False
T021,Thu,6,True
T021,Thu,7,True
T021,Thu,8,True
T022,Sun,1,True
T022,Sun,2,True
T022,Sun,3,True
T022,Sun,4,False
T022,Sun,5,True
T022,Sun,6,True
T022,Sun,7,True
T022,Sun,8,False
T022,Mon,1,True
T022,Mon,2,True
T022,Mon,3,True
T022,Mon,4,True
T022,Mon,5,True
T022,Mon,6,False
T022,Mon,7,True
T022,Mon,8,True
T022,Tue,1,True
T022,Tue,2,True
T022,Tue,3,True
T022,Tue,4,True
T022,Tue,5,True
T022,Tue,6,True
T022,Tue,7,True
T022,Tue,8,True
T022,Wed,1,True
T022,Wed,2,True
T022,Wed,3,True
T022,Wed,4,True
T022,Wed,5,False
T022,Wed,6,False
T022,Wed,7,True
T022,Wed,8,True
T022,Thu,1,True
T022,Thu,2,True
T022,Thu,3,True
T022,Thu,4,True
T022,Thu,5,True
T022,Thu,6,True
T022,Thu,7,True
T022,Thu,8,True
T023,Sun,1,True
T023,Sun,2,True
T023,Sun,3,True
T023,Sun,4,True
T023,Sun,5,True
T023,Sun,6,True
T023,Sun,7,True
T023,Sun,8,True
T023,Mon,1,True
T023,Mon,2,True
T023,Mon,3,True
T023,Mon,4,False
T023,Mon,5,True
T023,Mon,6,True
T023,Mon,7,True
T023,Mon,8,True
T023,Tue,1,True
T023,Tue,2,False
T023,Tue,3,True
T023,Tue,4,True
T023,Tue,5,True
T023,Tue,6,True
T023,Tue,7,True
T023,Tue,8,True
T023,Wed,1,True
T023,Wed,2,False
T023,Wed,3,True
T023,Wed,4,True
T023,Wed,5,True
T023,Wed,6,True
T023,Wed,7,True
T023,Wed,8,True
T023,Thu,1,True
T023,Thu,2,True
T023,Thu,3,True
T023,Thu,4,True
T023,Thu,5,True
T023,Thu,6,False
T023,Thu,7,True
T023,Thu,8,True
T024,Sun,1,False
T024,Sun,2,True
T024,Sun,3,False
T024,Sun,4,True
T024,Sun,5,True
T024,Sun,6,True
T024,Sun,7,True
T024,Sun,8,True
T024,Mon,1,True
T024,Mon,2,True
T024,Mon,3,True
T024,Mon,4,True
T024,Mon,5,False
T024,Mon,6,True
T024,Mon,7,True
T024,Mon,8,True
T024,Tue,1,True
T024,Tue,2,False
T024,Tue,3,True
T024,Tue,4,True
T024,Tue,5,True
T024,Tue,6,True
T024,Tue,7,True
T024,Tue,8,True
T024,Wed,1,True
T024,Wed,2,True
T024,Wed,3,True
T024,Wed,4,False
T024,Wed,5,False
T024,Wed,6,True
T024,Wed,7,True
T024,Wed,8,True
T024,Thu,1,True
T024,Thu,2,False
T024,Thu,3,True
T024,Thu,4,True
T024,Thu,5,True
T024,Thu,6,True
T024,Thu,7,True
T024,Thu,8,True
T025,Sun,1,True
T025,Sun,2,True
T025,Sun,3,True
T025,Sun,4,True
T025,Sun,5,True
T025,Sun,6,True
T025,Sun,7,True
T025,Sun,8,True
T025,Mon,1,True
T025,Mon,2,True
T025,Mon,3,True
T025,Mon,4,False
T025,Mon,5,True
T025,Mon,6,True
T025,Mon,7,True
T025,Mon,8,True
T025,Tue,1,True
T025,Tue,2,True
T025,Tue,3,True
T025,Tue,4,True
T025,Tue,5,True
T025,Tue,6,True
T025,Tue,7,True
T025,Tue,8,True
T025,Wed,1,True
T025,Wed,2,True
T025,Wed,3,True
T025,Wed,4,True
T025,Wed,5,True
T025,Wed,6,True
T025,Wed,7,True
T025,Wed,8,True
T025,Thu,1,True
T025,Thu,2,True
T025,Thu,3,True
T025,Thu,4,True
T025,Thu,5,False
T025,Thu,6,True
T025,Thu,7,False
T025,Thu,8,True
T026,Sun,1,True
T026,Sun,2,True
T026,Sun,3,False
T026,Sun,4,True
T026,Sun,5,True
T026,Sun,6,True
T026,Sun,7,True
T026,Sun,8,True
T026,Mon,1,True
T026,Mon,2,True
T026,Mon,3,True
T026,Mon,4,False
T026,Mon,5,False
T026,Mon,6,True
T026,Mon,7,True
T026,Mon,8,False
T026,Tue,1,True
T026,Tue,2,True
T026,Tue,3,False
T026,Tue,4,True
T026,Tue,5,True
T026,Tue,6,True
T026,Tue,7,False
T026,Tue,8,False
T026,Wed,1,False
T026,Wed,2,True
T026,Wed,3,False
T026,Wed,4,True
T026,Wed,5,True
T026,Wed,6,True
T026,Wed,7,True
T026,Wed,8,True
T026,Thu,1,True
T026,Thu,2,True
T026,Thu,3,True
T026,Thu,4,True
T026,Thu,5,True
T026,Thu,6,True
T026,Thu,7,True
T026,Thu,8,True
T027,Sun,1,True
T027,Sun,2,True
T027,Sun,3,True
T027,Sun,4,True
T027,Sun,5,False
T027,Sun,6,True
T027,Sun,7,True
T027,Sun,8,True
T027,Mon,1,False
T027,Mon,2,True
T027,Mon,3,False
T027,Mon,4,True
T027,Mon,5,False
T027,Mon,6,True
T027,Mon,7,False
T027,Mon,8,True
T027,Tue,1,True
T027,Tue,2,True
T027,Tue,3,True
T027,Tue,4,True
T027,Tue,5,False
T027,Tue,6,False
T027,Tue,7,True
T027,Tue,8,True
T027,Wed,1,True
T027,Wed,2,True
T027,Wed,3,True
T027,Wed,4,True
T027,Wed,5,True
T027,Wed,6,True
T027,Wed,7,True
T027,Wed,8,True
T027,Thu,1,True
T027,Thu,2,True
T027,Thu,3,False
T027,Thu,4,True
T027,Thu,5,True
T027,Thu,6,True
T027,Thu,7,True
T027,Thu,8,False
T028,Sun,1,True
T028,Sun,2,True
T028,Sun,3,True
T028,Sun,4,False
T028,Sun,5,False
T028,Sun,6,True
T028,Sun,7,True
T028,Sun,8,True
T028,Mon,1,False
T028,Mon,2,True
T028,Mon,3,False
T028,Mon,4,True
T028,Mon,5,True
T028,Mon,6,True
T028,Mon,7,True
T028,Mon,8,True
T028,Tue,1,True
T028,Tue,2,True
T028,Tue,3,True
T028,Tue,4,True
T028,Tue,5,True
T028,Tue,6,False
T028,Tue,7,False
T028,Tue,8,False
T028,Wed,1,False
T028,Wed,2,True
T028,Wed,3,True
T028,Wed,4,True
T028,Wed,5,True
T028,Wed,6,True
T028,Wed,7,True
T028,Wed,8,True
T028,Thu,1,True
T028,Thu,2,True
T028,Thu,3,True
T028,Thu,4,True
T028,Thu,5,True
T028,Thu,6,False
T028,Thu,7,True
T028,Thu,8,True
T029,Sun,1,False
T029,Sun,2,False
T029,Sun,3,False
T029,Sun,4,True
T029,Sun,5,True
T029,Sun,6,True
T029,Sun,7,True
T029,Sun,8,True
T029,Mon,1,True
T029,Mon,2,True
T029,Mon,3,True
T029,Mon,4,True
T029,Mon,5,True
T029,Mon,6,True
T029,Mon,7,True
T029,Mon,8,True
T029,Tue,1,False
T029,Tue,2,True
T029,Tue,3,True
T029,Tue,4,True
T029,Tue,5,True
T029,Tue,6,True
T029,Tue,7,True
T029,Tue,8,True
T029,Wed,1,True
T029,Wed,2,False
T029,Wed,3,True
T029,Wed,4,True
T029,Wed,5,False
T029,Wed,6,False
T029,Wed,7,True
T029,Wed,8,True
T029,Thu,1,True
T029,Thu,2,True
T029,Thu,3,True
T029,Thu,4,True
T029,Thu,5,True
T029,Thu,6,False
T029,Thu,7,False
T029,Thu,8,True
T030,Sun,1,True
T030,Sun,2,True
T030,Sun,3,True
T030,Sun,4,True
T030,Sun,5,True
T030,Sun,6,True
T030,Sun,7,True
T030,Sun,8,True
T030,Mon,1,True
T030,Mon,2,True
T030,Mon,3,True
T030,Mon,4,False
T030,Mon,5,True
T030,Mon,6,True
T030,Mon,7,True
T030,Mon,8,True
T030,Tue,1,True
T030,Tue,2,True
T030,Tue,3,True
T030,Tue,4,True
T030,Tue,5,False
T030,Tue,6,True
T030,Tue,7,True
T030,Tue,8,False
T030,Wed,1,True
T030,Wed,2,False
T030,Wed,3,True
T030,Wed,4,True
T030,Wed,5,True
T030,Wed,6,True
T030,Wed,7,True
T030,Wed,8,True
T030,Thu,1,True
T030,Thu,2,True
T030,Thu,3,True
T030,Thu,4,False
T030,Thu,5,False
T030,Thu,6,False
T030,Thu,7,True
T030,Thu,8,True
T031,Sun,1,True
T031,Sun,2,True
T031,Sun,3,True
T031,Sun,4,True
T031,Sun,5,True
T031,Sun,6,True
T031,Sun,7,True
T031,Sun,8,True
T031,Mon,1,True
T031,Mon,2,False
T031,Mon,3,True
T031,Mon,4,True
T031,Mon,5,True
T031,Mon,6,True
T031,Mon,7,True
T031,Mon,8,True
T031,Tue,1,True
T031,Tue,2,True
T031,Tue,3,True
T031,Tue,4,True
T031,Tue,5,False
T031,Tue,6,True
T031,Tue,7,True
T031,Tue,8,False
T031,Wed,1,True
T031,Wed,2,True
T031,Wed,3,True
T031,Wed,4,True
T031,Wed,5,False
T031,Wed,6,True
T031,Wed,7,False
T031,Wed,8,True
T031,Thu,1,True
T031,Thu,2,True
T031,Thu,3,True
T031,Thu,4,True
T031,Thu,5,False
T031,Thu,6,True
T031,Thu,7,False
T031,Thu,8,True
T032,Sun,1,False
T032,Sun,2,True
T032,Sun,3,True
T032,Sun,4,True
T032,Sun,5,True
T032,Sun,6,True
T032,Sun,7,True
T032,Sun,8,True
T032,Mon,1,False
T032,Mon,2,True
T032,Mon,3,True
T032,Mon,4,True
T032,Mon,5,True
T032,Mon,6,True
T032,Mon,7,True
T032,Mon,8,True
T032,Tue,1,True
T032,Tue,2,True
T032,Tue,3,True
T032,Tue,4,True
T032,Tue,5,True
T032,Tue,6,True
T032,Tue,7,True
T032,Tue,8,True
T032,Wed,1,True
T032,Wed,2,True
T032,Wed,3,True
T032,Wed,4,True
T032,Wed,5,True
T032,Wed,6,True
